NCFR,Duration,DFL,AFL3,AFL1,Gross,NVU,CTFL,FIP,NUFR,Budget,TY,AFL2,IS,AR,MFL
249,132,47,240,988,81687587,138246,2517,0,360,6.10E+07,2015,960,6.4,2.35,24000
213,140,708,745,11000,80574010,63493,20440,1,302,6.00E+07,2010,8000,5.7,1.85,26000
121,125,420,627,12000,75764085,85844,16646,1,322,6.00E+07,2000,3000,6.7,2.35,0
315,111,124,357,13000,90356857,238916,24928,4,328,5.80E+07,2010,11000,7.1,2.35,32000
171,156,0,1000,14000,75530832,97047,20761,5,452,5.50E+07,1999,2000,6.8,2.35,0
96,170,0,380,19000,75370763,32353,20683,0,263,6.00E+07,1998,1000,6.5,1.85,0
299,120,0,680,10000,100003492,293662,13581,0,836,6.50E+07,2004,851,7.6,2.35,0
167,100,55,416,12000,90341670,102129,14611,4,432,6.00E+07,2002,1000,5.5,2.35,0
125,115,13,579,2000,74540762,48753,4496,2,323,5.50E+07,2004,1000,6.5,1.85,0
387,130,188,1000,10000,80033643,226570,16385,2,448,6.00E+07,2012,3000,7,2.35,38000
199,105,212,811,1000,73648142,99043,3697,1,643,6.00E+07,1999,975,5.8,2.35,0
136,111,197,6,433,71844424,33158,679,0,223,6.00E+07,2009,208,7.3,1.78,0
436,106,0,175,13000,75638743,180479,13634,4,411,6.00E+07,2011,240,6.6,1.85,42000
73,89,18,226,658,66734992,23476,1233,0,181,6.00E+07,2003,257,4.4,2.35,858
310,100,253,57,309,75280058,143121,647,1,279,6.00E+07,2009,229,7.7,1.85,10000
323,91,0,751,11000,64505912,163130,13654,0,1264,4.80E+07,2008,946,5,1.85,6000
171,146,12000,451,18000,77862546,266310,20454,2,690,7.00E+07,2004,992,7.7,2.35,14000
76,98,48,722,21000,61112916,14888,24664,0,83,5.00E+07,2006,936,4.4,2.35,747
173,101,480,767,881,88200225,120795,3943,5,308,6.00E+07,2004,869,6.1,2.35,0
81,94,32,626,854,60573641,68406,4530,1,162,6.00E+07,1996,628,5.4,1.85,0
242,132,0,160,366,59035104,244566,1112,1,597,6.60E+07,2004,334,6.8,1.85,0
110,115,234,521,3000,56702901,23302,4713,1,181,6.00E+07,1998,552,6.5,2.35,1000
328,92,28,586,10000,55994557,72287,13597,0,176,6.00E+07,2012,884,7,2.35,12000
83,124,105,460,24000,54910560,88225,38227,0,227,6.00E+07,1997,13000,6.3,2.35,0
196,119,610,716,834,53789313,89816,3637,0,347,6.00E+07,2003,780,6.3,2.35,0
34,124,50,672,1000,51045801,11370,3653,2,54,6.00E+07,1996,944,6.1,1.85,829
118,93,18,903,9000,50818750,31209,13403,0,106,6.00E+07,2008,2000,6.1,2.35,0
81,98,11,107,966,50189179,61966,2018,2,207,6.00E+07,2002,680,5.3,1.85,797
47,92,14,488,789,50024083,35918,2318,1,126,6.00E+07,1995,520,5.4,1.85,1000
313,105,0,288,539,50549107,99035,1411,3,289,6.00E+07,2014,394,6.2,2.35,17000
315,124,737,14000,34000,56443482,75329,75793,3,256,6.00E+07,2015,22000,6.6,1.85,24000
225,99,24,864,18000,62401264,69484,20276,3,323,6.00E+07,2016,992,5.9,2.35,28000
223,116,0,672,1000,47748610,170179,3090,0,656,7.50E+07,1997,720,6.3,2.35,0
198,124,845,295,650,46975183,256213,1640,0,338,6.10E+07,2007,467,7.2,2.35,0
219,96,7,642,874,50807639,40883,3151,3,122,6.00E+07,2014,668,6.8,1.85,11000
92,104,165,944,1000,46611204,55749,4294,1,257,4.80E+07,1998,967,6.1,2.35,0
435,100,97,2000,11000,257756197,246698,22128,0,471,6.00E+07,2014,8000,7.8,2.35,64000
111,115,11,642,1000,48472213,51252,4305,2,156,4.50E+07,2005,759,5,2.35,621
138,101,38,11000,23000,43060566,107859,53024,0,569,6.00E+07,2002,18000,6.2,2.35,0
415,113,181,300,33000,45996718,173530,34738,3,264,6.00E+07,2013,301,6.7,2.35,40000
170,100,11000,485,10000,43337279,76770,12258,2,203,6.00E+07,2009,1000,4.9,1.85,0
306,134,16000,204,13000,37479778,124222,24458,1,259,6.00E+07,2009,11000,7.4,2.35,23000
211,125,209,896,8000,40559930,41727,10623,0,184,6.00E+07,2009,1000,6.2,2.35,0
49,94,80,230,1000,36830057,10883,2151,2,73,6.50E+07,1999,417,4.9,1.85,448
161,107,69,206,310,36279230,42144,1352,0,213,6.00E+07,2006,219,6.1,2.35,690
156,91,2,480,12000,42194060,41259,22668,1,72,7.00E+07,2009,10000,6.1,2.35,0
172,116,53,906,27000,43119879,58450,31224,0,842,6.00E+07,2002,1000,6.4,2.35,0
161,100,0,210,436,35096190,76560,1395,1,322,6.00E+07,2003,399,6.3,1.85,0
258,117,258,896,2000,43290977,75201,7053,1,256,8.00E+07,2010,1000,6.6,2.35,0
95,110,0,308,510,33927476,19176,1976,0,165,4.00E+07,1997,344,5.7,2.35,956
105,96,11000,236,22000,32122249,69319,22889,1,138,6.00E+07,2002,394,5.9,1.85,846
198,101,50,1000,22000,40076438,73368,38809,2,248,6.00E+07,2008,14000,6,2.35,0
79,111,17,652,13000,32940507,54314,16536,1,127,6.00E+07,1998,968,6.1,2.35,0
210,117,456,569,21000,31670931,44099,23745,0,143,6.00E+07,2009,939,6.7,2.35,0
125,126,0,9000,13000,30695227,45296,34774,3,267,6.00E+07,2000,10000,6.7,1.85,0
149,152,488,947,22000,32522352,207287,36897,1,822,6.00E+07,2000,11000,7.9,1.85,15000
77,101,93,218,287,26082914,51349,993,2,213,8.70E+07,2005,233,4.3,2.35,0
225,87,124,77,865,29136626,97089,1417,0,233,6.00E+07,2011,441,5.7,2.35,20000
98,85,0,82,11000,26288320,36144,11301,0,91,6.00E+07,2003,102,6.7,1.66,880
172,130,545,552,722,26616590,120416,2525,0,857,6.00E+07,1997,585,6.7,2.35,10000
117,104,293,256,780,30063805,31788,2109,0,243,6.00E+07,2002,265,6.1,2.35,0
240,121,0,854,19000,22518325,63363,22833,0,644,5.00E+07,2006,972,5.6,2.35,0
123,140,23,579,11000,13082288,35565,12634,1,247,6.00E+07,2006,779,6.6,2.35,2000
110,131,37,507,968,18208078,57100,3012,3,281,6.00E+07,2001,848,6.9,2.35,0
100,91,394,68,889,14218868,14596,1262,0,282,6.50E+07,2000,290,4.8,2.35,589
189,118,167,778,20000,22451,41288,22447,0,126,6.00E+07,2014,882,6.2,2.35,17000
212,130,91,1000,5000,31165421,107028,10247,3,457,6.00E+07,2013,2000,6,2.35,44000
127,90,48,196,973,11802056,31640,1865,1,109,6.00E+07,2008,400,4.9,1.85,791
196,103,179,87,794,25472967,44966,1467,2,411,3.00E+07,2005,329,5.6,2.35,0
115,122,2000,1000,11000,22362500,35599,15275,0,195,5.50E+07,1999,1000,6.1,1.85,641
161,106,34,466,3000,17281832,60232,5329,3,110,6.00E+07,2008,1000,6.1,2.35,0
223,103,436,437,19000,19781879,53864,20881,1,290,6.00E+07,2008,961,4.8,2.35,2000
181,107,192,280,40000,7605668,47320,42683,2,188,6.00E+07,2015,2000,5.5,2.35,12000
140,156,892,102,26000,4535117,38398,26564,3,368,6.00E+07,2007,368,3.8,2.35,0
54,127,258,617,11000,4426297,22570,12947,2,156,3.50E+07,2003,708,6.5,2.35,0
81,132,131,242,11000,10166502,18209,12133,0,183,8.00E+07,2005,298,6.7,2.35,0
579,108,84,361,16000,363024263,479047,18239,0,1058,5.80E+07,2016,805,8.1,2.35,117000
56,114,65,440,743,12065985,16260,2367,1,88,6.00E+07,1998,730,4.9,2.35,296
490,133,16000,318,14000,350123553,325264,16277,0,916,58800000,2014,962,7.3,2.35,112000
218,103,11,543,2000,80021740,47968,5497,4,154,5.80E+07,2015,1000,6.4,2.35,35000
142,95,70,512,970,48291624,82819,2876,1,263,5.80E+07,2005,834,6.7,1.85,0
57,90,32,809,1000,35231365,15517,6299,0,85,6.00E+07,2000,891,3.6,1.85,500
84,87,10,349,13000,53715611,92106,14574,1,171,6.30E+07,1988,1000,5.7,2.35,2000
186,114,0,110,142,31199215,27664,589,8,120,5.80E+07,2008,117,6,1.85,472
133,103,30,727,963,29580087,29523,3150,2,121,5.80E+07,2009,935,4.7,2.35,0
246,125,189,839,1000,44665963,159931,5081,2,281,5.80E+07,2013,847,6.3,2.35,22000
253,97,545,529,14000,60128566,131447,16098,1,410,6.00E+07,2010,1000,5.9,2.35,19000
144,125,143,519,1000,49875589,28807,4416,0,273,5.80E+07,2012,664,5.9,2.35,0
117,136,138,9000,18000,60984028,259519,45271,2,431,5.70E+07,1997,14000,7.5,2.35,11000
157,116,51,622,11000,36931089,70681,16484,2,198,7.00E+07,2012,3000,5.6,2.35,12000
60,103,357,40,2000,51317350,78343,2710,0,139,5.70E+07,1996,663,6.4,2.35,0
117,97,420,455,4000,28328132,38298,9814,2,147,5.80E+07,2004,3000,6.3,2.35,782
287,96,83,1000,12000,51774002,87745,16121,1,331,5.70E+07,2011,1000,4.3,2.35,18000
96,131,108,58,23000,25528495,28099,23325,2,220,5.70E+07,2001,243,5.9,2.35,0
125,95,163,650,14000,113006880,66308,16884,0,225,5.60E+07,2005,799,5.5,2.35,0
117,86,10,348,12000,45860039,53118,14146,1,221,5.60E+07,2004,795,6.2,2.35,0
149,142,0,194,15000,329691196,1251222,15700,0,1398,5.50E+07,1994,294,8.8,2.35,59000
131,92,25,639,1000,217326336,57276,2847,0,146,6.00E+07,2007,718,5.2,1.85,0
150,108,116,708,22000,166225040,260442,24286,2,507,5.50E+07,2000,713,7,1.85,0
92,84,12,752,23000,141600000,119675,26754,1,216,5.50E+07,1995,2000,6.6,1.78,0
169,188,503,467,10000,134218018,126357,12940,0,497,5.50E+07,1978,593,7.3,2.35,0
57,95,293,744,851,128769345,86556,3155,1,99,5.40E+07,1996,773,5.6,1.85,960
171,118,72,681,10000,177575142,244840,13426,1,372,7.00E+07,2005,975,6.6,2.35,0
53,92,39,458,3000,105263257,56168,4518,0,103,5.50E+07,1997,562,5.4,1.85,5000
153,74,58,729,3000,104354205,162331,5713,3,332,5.50E+07,2003,864,6.3,2.35,0
491,134,521,186,15000,107100855,323353,16281,0,527,5.50E+07,2013,535,7.9,2.35,65000
247,101,189,7000,15000,98711404,127571,39822,2,207,5.50E+07,2010,11000,6.3,2.35,0
26,100,52,394,795,100328194,85903,2638,0,92,5.00E+07,1995,419,6,1.85,0
292,132,845,683,18000,101530738,229574,37605,0,436,5.50E+07,2014,17000,7.2,2.35,56000
114,105,61,708,5000,93815117,68417,7184,2,242,5.50E+07,2002,827,5.1,2.35,0
82,123,12000,665,18000,91400000,81026,30132,0,194,5.30E+07,1995,10000,7.3,2.35,0
201,117,125,168,10000,162586036,338383,11036,0,611,5.50E+07,2006,617,8,2.35,32000
231,98,124,354,931,89706988,126746,2287,1,600,5.50E+07,2005,507,6.2,2.35,0
55,128,272,383,2000,8.30E+07,36587,3888,0,95,5.50E+07,1994,812,6,2.35,0
110,114,52,539,12000,78745923,94407,13905,1,322,5.50E+07,1998,702,6.7,2.35,0
354,111,16000,640,926,70098138,735784,3983,0,2105,3.00E+07,2003,890,8.1,2.35,13000
140,85,0,490,21000,66365290,56874,22458,2,358,5.50E+07,1999,860,6.4,1.37,0
304,137,16000,348,890,66207920,512749,1959,0,935,3.00E+07,2004,387,8,2.35,0
45,97,96,403,13000,63408614,75365,14432,1,149,5.50E+07,1989,549,6.3,2.35,0
49,104,0,812,13000,58422650,78974,25599,3,173,5.50E+07,1992,11000,6.4,1.85,8000
146,110,9,95,485,56932305,96690,939,2,293,5.50E+07,2000,110,6.6,2.35,0
60,133,53,263,1000,68750000,40858,2916,0,144,5.50E+07,1996,780,6.4,2.35,0
189,94,70,497,1000,68218041,67191,2820,1,108,5.50E+07,2011,549,6,1.85,14000
206,104,50,947,5000,25040293,88049,7247,0,279,5.50E+07,2008,962,6.6,2.35,0
118,91,39,562,1000,55747724,18042,3104,1,73,5.50E+07,2013,591,5.9,1.85,0
210,145,21000,243,534,55473600,207686,1543,0,776,5.00E+07,1992,273,6.4,2.35,0
76,135,317,34,57,49994804,29205,164,1,194,5.50E+07,1996,40,6.3,2.35,0
149,122,287,135,22000,41609593,145422,24270,2,572,5.50E+07,1998,2000,7.3,2.35,0
62,110,81,163,1000,38553833,46239,1752,0,155,5.50E+07,1996,416,6.8,2.35,0
224,95,17,594,838,76137505,49207,3697,0,174,5.50E+07,2014,722,7.2,2.35,30000
265,102,82,537,622,34350553,104066,2488,4,207,6.80E+07,2012,591,5.7,2.35,15000
135,94,607,215,933,34238611,35830,2248,1,321,5.50E+07,2003,518,6,1.85,0
100,126,226,241,12000,34098563,27191,13406,1,232,5.50E+07,1999,509,6.5,2.35,0
123,118,101,327,13000,33828318,44453,14036,2,154,5.50E+07,2003,390,5.8,2.35,0
164,99,3,490,8000,33472850,67005,10026,3,119,5.50E+07,2008,509,5.8,2.35,0
238,88,91,591,4000,31051126,36877,6254,0,101,5.50E+07,2012,796,6.7,2.35,0
264,141,16000,539,11000,35707327,199056,12840,0,387,5.50E+07,2008,963,7.8,2.35,14000
47,107,99,581,18000,20550712,40346,31014,1,95,5.00E+07,1996,11000,5.6,1.85,1000
50,116,12000,552,22000,18573791,38533,24618,3,89,5.50E+07,1996,617,5.8,2.35,0
153,143,541,530,18000,51225796,96654,20660,0,2047,7.00E+07,2004,893,7.4,2.35,0
202,114,159,877,13000,16264475,54787,16899,1,216,5.50E+07,2007,2000,6.9,1.85,0
178,93,45,352,9000,25857987,110614,10185,0,532,6.20E+07,2005,460,5.5,2.35,0
84,280,33,67,789,12870569,13215,1671,0,497,5.60E+07,2003,640,6.3,2.35,953
44,100,0,745,995,11466088,8983,3952,0,84,7.10E+07,1997,879,4.7,2.35,316
93,107,11,506,939,16088610,10417,3742,2,39,5.50E+07,2009,605,5.6,2.35,610
277,119,33,518,3000,51178893,24285,6089,4,110,5.00E+07,2014,2000,6.4,1.85,10000
76,95,906,287,956,6768055,11148,2260,0,229,5.70E+07,2004,579,4.2,1.85,437
197,119,59,676,2000,39440655,61680,4315,1,222,5.50E+07,2010,828,6.4,2.35,19000
186,133,0,46,226,6167817,62607,405,1,239,4.70E+07,2004,52,7.7,2.35,0
224,117,0,845,12000,81645152,158267,15371,1,559,5.40E+07,2002,919,6.7,1.85,0
202,123,125,835,10000,69951824,232710,14727,1,599,5.50E+07,2008,3000,7.7,2.35,26000
279,92,394,565,13000,9483821,39247,25418,3,131,5.50E+07,2012,11000,5.7,1.85,10000
110,170,0,889,14000,66676062,267980,16949,1,545,5.40E+07,1990,1000,7.6,1.85,0
190,123,488,2000,5000,26838389,58658,12700,0,495,5.70E+07,2005,4000,6.4,1.85,0
136,110,94,240,277,75604320,68417,847,1,195,5.40E+07,2006,245,5.6,1.85,0
121,116,44,420,593,108200000,76331,2908,4,269,5.40E+07,1980,467,6.8,2.35,0
131,121,102,43,117,5660084,41620,286,0,418,5.40E+07,2003,62,2.4,2.35,2000
127,128,234,581,14000,7221458,20740,27614,0,178,5.50E+07,2006,12000,6.2,1.85,0
160,99,309,577,23000,70327868,58416,26527,0,301,4.60E+07,2000,1000,5.9,2.35,0
78,94,383,753,4000,58297830,86347,6017,1,191,5.00E+07,1997,808,7.1,2.35,0
209,127,1000,653,1000,57386369,224013,2601,1,2319,52500000,2001,691,7.6,2.35,10000
98,89,17,303,12000,45207112,21283,13390,1,190,5.30E+07,2001,708,5.5,2.35,361
391,123,108,3000,40000,62563543,115216,63769,7,289,5.30E+07,2015,19000,7,2.35,44000
279,135,16000,310,23000,33574332,101221,24468,0,415,9.00E+07,2006,638,7.1,2.35,0
216,118,473,963,18000,73343413,217480,22517,0,429,5.00E+07,2009,1000,7.4,2.35,21000
250,189,0,1000,16000,25031037,155496,22186,0,532,5.30E+07,2007,3000,7.6,2.35,0
78,172,438,466,852,22843047,6082,2397,1,207,5.50E+07,1998,637,5.9,1.85,853
106,124,161,681,21000,5755286,18310,26334,1,63,5.50E+07,2007,3000,5.9,2.35,672
194,141,14000,3000,29000,164435221,525801,48153,0,667,5.20E+07,2002,15000,8,1.85,15000
558,157,0,304,1000,95720716,216032,2759,0,640,4.00E+07,2012,1000,7.4,1.85,39000
183,106,235,931,4000,118683135,102167,8315,1,483,5.20E+07,2006,957,5.8,1.85,0
238,108,58,838,14000,143704210,145974,26002,1,611,5.20E+07,2008,11000,6.3,2.35,10000
186,125,0,11000,14000,110476776,95437,45696,12,211,5.20E+07,2010,12000,5.7,1.85,9000
144,107,422,379,631,80270227,66382,2297,5,612,5.00E+07,2005,534,5.1,2.35,0
156,215,0,463,648,36385763,138941,1937,0,1448,5.20E+07,1998,568,7.6,2.35,0
215,118,71,634,16000,37035845,136680,28045,2,149,5.20E+07,2011,10000,6.4,2.35,13000
140,118,869,21,134,34580635,100743,209,1,549,5.20E+07,1999,27,7.4,2.35,0
133,178,17000,574,22000,42438300,333542,24183,2,533,5.20E+07,1995,721,8.2,2.35,11000
203,92,180,75,211,23324666,97775,488,1,211,5.20E+07,2010,135,6.5,2.35,0
127,104,13,343,961,23020488,42324,2422,3,180,5.20E+07,2003,691,5.5,2.35,846
155,116,101,79,889,90567722,185878,1711,1,481,5.10E+07,2000,624,6.5,1.85,0
98,90,176,523,677,72601713,21396,2055,1,155,5.10E+07,2006,560,5.6,1.85,605
299,130,129,12000,21000,296623634,220758,64040,2,919,5.00E+07,2009,17000,4.6,2.35,13000
212,90,80,21,145,267652016,467113,275,1,945,6.00E+07,2001,50,7.9,1.85,0
413,106,53,593,13000,62453315,200035,14607,2,407,50200000,2011,963,7.1,1.85,36000
67,155,58,720,25000,165500000,145257,38518,0,322,4.80E+07,1991,11000,6.9,1.85,0
109,139,488,597,10000,153620822,189923,12182,0,318,5.00E+07,1996,743,7.3,1.85,0
457,112,3000,1000,15000,218628680,471644,21773,1,623,5.00E+07,2012,3000,7,1.85,74000
156,139,274,285,625,147637474,224671,1474,0,470,5.00E+07,1997,440,7.7,1.85,11000
55,115,293,878,49000,135014968,80580,74382,1,375,5.00E+07,1998,22000,6.7,2.35,0
272,143,285,7000,11000,2175312,131227,28176,2,346,5.00E+07,2013,8000,6.3,2.35,41000
117,96,65,828,12000,126203320,110432,26826,1,309,5.00E+07,2002,11000,5.8,1.85,0
539,112,14000,417,1000,126975169,287822,3388,0,849,5.00E+07,2011,560,7.1,2.35,37000
169,131,0,658,8000,125548685,135246,10003,0,498,5.20E+07,2000,883,7.3,1.85,0
140,116,80,651,11000,105807520,156717,14087,2,357,5.00E+07,2003,1000,6.4,1.85,0
330,112,97,584,17000,191616238,258186,19428,2,322,5.00E+07,2014,920,7.1,2.35,24000
120,123,277,4000,11000,105264608,239752,25697,0,406,6.00E+07,1994,10000,7.6,1.85,11000
190,104,235,1000,14000,97680195,271691,29505,1,243,7.00E+07,2008,11000,6.8,2.35,0
177,107,43,569,12000,126088877,33354,14569,2,110,5.00E+07,2016,919,6.6,2.35,10000
65,124,0,701,8000,91030827,46482,9988,2,252,5.00E+07,1998,818,6.7,2.35,0
145,96,51,322,8000,150315155,54010,10886,2,130,5.00E+07,2015,2000,6.1,1.85,13000
321,125,252,10000,40000,127997349,101178,62837,1,779,5.00E+07,2014,11000,6,2.39,90000
230,129,0,277,18000,88504640,273108,19148,2,646,4.50E+07,2006,412,7.6,2.35,0
143,90,241,416,1000,81517441,111368,3148,1,394,5.00E+07,1999,495,7.1,2.35,0
55,109,155,293,426,81022333,34471,1761,0,147,5.00E+07,1995,387,5,1.85,0
279,121,295,329,12000,79948113,186879,13421,0,791,5.00E+07,2009,748,6.2,2.35,0
143,95,9,11000,14000,88658172,58412,37967,2,242,5.00E+07,2006,11000,5.6,2.35,2000
310,118,43,7000,33000,84244877,375456,57426,7,292,5.00E+07,2011,15000,7.4,2.39,44000
116,80,12,58,13000,75367693,58961,13430,0,232,3.50E+07,2004,258,5,1.85,795
105,99,148,660,2000,73701902,27548,6729,1,209,6.00E+07,2004,843,5.2,2.35,0
419,133,152,11000,22000,75605492,283563,53094,1,312,5.00E+07,2011,18000,7.6,1.85,27000
64,127,249,808,18000,67823573,91176,30383,3,130,5.00E+07,1995,11000,6.6,1.85,0
359,106,174,660,14000,91439400,200647,16967,0,384,5.00E+07,2014,664,7,2.35,24000
166,98,99,433,12000,67128202,43328,14007,3,110,6.50E+07,2009,536,5.7,2.35,0
525,132,160,443,20000,70496802,791783,22417,1,2042,5.40E+07,2005,979,8.2,2.35,48000
165,114,71,55,154,60470220,81444,428,2,192,5.00E+07,2003,131,6.2,2.35,955
87,78,5,1000,8000,58336565,12845,11124,0,118,5.00E+07,2006,2000,6.6,1.85,624
117,101,23,541,660,66002004,36431,2177,1,168,5.00E+07,2005,651,4.7,1.85,1000
113,113,39,477,1000,54997476,40362,3341,0,248,5.00E+07,2001,912,6.3,2.35,970
349,98,75,467,10000,55682070,159868,11946,2,304,5.00E+07,2013,520,6.1,2.35,45000
152,124,213,372,838,52752475,63067,2583,0,533,5.00E+07,2002,593,6.7,1.85,0
288,109,154,144,15000,55092830,195043,15608,1,329,6.00E+07,2011,348,6.1,1.85,27000
358,128,79,414,13000,50815288,109188,14747,0,625,5.00E+07,2005,903,7,2.35,0
204,144,0,681,769,52822418,47764,3580,0,219,5.00E+07,2016,726,7.4,2.35,44000
156,95,34,679,17000,50150619,45580,19513,1,102,5.00E+07,2014,995,7.3,2.35,18000
171,105,12,935,87000,48745150,50170,101383,1,306,5.00E+07,2006,11000,5.8,2.35,773
76,121,16000,826,16000,50007168,39529,19139,0,142,5.00E+07,1997,1000,6.7,2.35,1000
97,125,0,957,10000,48154732,60326,15569,1,142,5.00E+07,1997,2000,5.8,2.35,2000
157,129,21000,283,495,48265581,261069,1397,1,506,5.00E+07,1997,294,7.8,2.35,25000
267,132,50,368,992,46982632,172792,1933,0,1740,5.00E+07,2006,495,6.6,2.35,0
118,118,41,585,18000,44737059,48322,24024,1,261,5.00E+07,2000,4000,6.5,1.85,0
291,113,22,1000,3000,56724080,172112,8398,7,181,5.00E+07,2012,1000,6.7,1.85,39000
68,140,473,294,18000,44484065,107227,20152,2,279,5.00E+07,1998,822,7.3,2.35,3000
228,89,77,159,490,47553512,54101,1367,0,210,5.00E+07,2014,298,5.8,1.85,15000
36,104,644,174,437,42610000,60293,1093,1,114,5.50E+07,1994,289,5.5,1.85,669
105,106,287,767,16000,41482207,68428,19610,0,148,5.00E+07,1990,823,6.3,1.85,0
276,141,71,3000,21000,47105085,136973,30183,1,275,5.00E+07,2014,3000,7.4,2.35,47000
93,124,75,258,294,41256277,46451,1289,2,156,5.00E+07,1997,273,5.9,2.35,0
191,98,38,706,14000,50740078,151580,16791,1,672,4.50E+07,2004,919,6.2,2.35,0
143,108,17,186,14000,40203020,74315,15634,1,259,4.00E+07,2004,1000,5.9,2.35,0
124,114,73,323,18000,40905277,45895,19739,3,157,5.00E+07,2003,886,6.5,2.35,1000
47,101,0,158,854,38590500,17997,1860,1,140,5.00E+07,1994,643,4.4,2.35,812
66,93,0,717,12000,39177541,20310,14899,1,177,5.00E+07,2005,722,3.5,1.85,0
118,119,0,39,29000,39778599,176169,29461,0,548,5.00E+07,2000,414,6.6,2.35,0
93,119,0,434,627,37486138,30890,2052,1,106,5.00E+07,2004,508,6,1.85,718
235,99,160,72,330,38105077,58349,701,0,194,4.00E+07,2009,119,6.4,2.35,0
113,137,0,432,24000,35168395,26034,25469,0,226,5.00E+07,1999,743,6.5,2.35,0
51,117,31,210,2000,32800000,34896,3016,1,118,4.00E+07,1996,472,4.3,1.85,877
98,87,9,1000,15000,33643461,11257,20061,0,65,5.00E+07,2010,2000,4.2,2.35,0
315,129,16000,447,13000,32741596,80140,14344,0,323,5.00E+07,2010,563,6.5,2.35,16000
136,115,58,401,33000,31874869,43574,34606,0,302,5.00E+07,2002,455,6.1,1.85,0
61,132,503,282,45000,30306268,62981,58528,0,84,5.00E+07,1995,13000,6.3,1.85,0
209,131,73,163,879,27667947,86374,1344,0,392,5.00E+07,2007,184,6.2,2.35,3000
99,95,0,323,13000,27067160,18404,14706,1,150,5.00E+07,1999,559,5.9,1.85,0
298,125,487,201,430,26616999,92461,1300,3,347,4.00E+07,2013,329,5.9,2.35,43000
131,98,323,511,933,26536120,49926,3357,0,286,5.00E+07,2003,631,6.5,2.35,0
146,110,16000,581,16000,26199517,34356,18635,1,260,5.00E+07,2002,1000,6.4,2.35,705
245,118,670,294,6000,25450527,80196,7654,0,190,5.00E+07,2009,450,6.5,2.35,0
104,101,0,764,12000,25407250,54021,15935,0,227,5.00E+07,1996,898,5.7,2.35,0
162,90,663,521,14000,23159305,128455,16358,1,514,7.00E+07,1999,631,8,2.35,0
259,119,0,639,13000,24006726,139535,15757,8,632,5.00E+07,2004,1000,7.3,2.35,0
79,139,378,303,11000,20389967,3077,12786,1,47,5.00E+07,2016,552,6.7,1.85,10000
141,130,317,256,18000,19593740,88270,32637,0,420,5.00E+07,2003,14000,7.5,2.35,0
59,100,65,730,1000,19118247,19829,6171,5,94,4.00E+07,2005,923,5.4,2.35,779
236,114,174,655,14000,26442251,76010,16992,2,205,5.00E+07,2015,988,6.6,2.35,15000
356,96,0,509,10000,17114882,189249,17211,1,398,2.50E+07,2007,6000,7.7,1.85,0
120,110,134,795,23000,18472363,63599,25049,3,208,5.00E+07,2005,1000,5.8,2.35,0
111,158,0,15,51,14131298,55889,144,0,390,3.90E+08,1999,40,6.4,2.35,0
208,102,234,11000,20000,21557240,85237,45202,3,274,49900000,2011,11000,5.6,2.35,18000
174,84,260,692,6000,21283440,46239,8018,0,137,5.50E+07,2011,694,6,2.35,0
59,115,333,317,972,10556196,16562,2606,2,73,5.00E+07,1997,713,6.2,2.35,697
22,99,32,479,1000,16671505,33186,2949,1,78,5.00E+07,1994,619,5.9,1.85,0
34,135,596,2000,10000,10400000,12037,15820,1,90,5.00E+07,1995,3000,5.1,2.35,943
214,108,218,405,6000,9528092,38513,10191,2,127,2.20E+07,2010,3000,6.8,2.35,9000
186,127,12000,897,984,10137232,58015,5702,0,374,5.00E+07,2005,940,6,2.35,0
50,107,607,602,2000,9795017,9227,5461,0,70,5.00E+07,1995,979,5.1,1.85,422
180,95,83,1000,18000,20488579,113483,29926,1,245,5.00E+07,2009,8000,5.8,1.85,0
231,124,98,592,1000,19445217,67796,3580,7,258,6.00E+07,2013,852,6.2,2.35,14000
105,109,0,809,49000,8355815,34730,52885,2,341,5.50E+07,2002,811,6.4,1.85,0
226,102,0,1000,14000,28837115,34964,24107,4,150,5.00E+07,2016,8000,4.8,2.35,28000
75,88,5,338,11000,6471394,15880,11972,5,93,5.00E+07,2004,387,4.9,2.35,288
82,87,0,591,2000,6291602,8070,3954,0,91,5.00E+07,2000,602,5.6,1.85,255
296,104,71,982,12000,10706786,81800,16481,1,211,5.00E+07,2011,2000,5.5,1.85,15000
103,96,43,77,841,8742261,19824,1385,2,179,1.80E+07,2009,342,3.7,2.35,0
98,85,70,848,26000,43905746,77684,32831,1,294,4.90E+07,2001,5000,5.9,2.35,0
48,104,212,380,879,21413502,14429,2795,5,113,4.00E+07,1990,560,6.3,2.35,2000
223,190,0,215,599,124107476,170684,1418,0,867,4.80E+07,2000,399,7.6,1.85,0
149,127,14000,440,11000,197171806,515306,12884,5,477,4.80E+07,1989,844,8.3,2.35,0
371,120,662,502,20000,31569268,172965,23051,0,627,4.90E+07,2015,2000,6.9,2.35,67000
75,118,176,308,18000,66488090,120202,29748,2,397,4.80E+07,1999,11000,6.7,2.35,0
233,112,21000,237,17000,95308367,206104,18141,0,850,4.80E+07,2002,324,6.8,2.35,0
150,114,737,393,2000,60652036,137854,3743,1,560,4.80E+07,1999,490,7.1,2.35,3000
172,137,79,194,27000,1206135,40568,27666,3,185,5.00E+07,2015,254,6.4,2.35,18000
103,112,109,261,779,56607223,93367,1823,8,497,4.80E+07,2001,629,6.4,2.35,0
